position,person,personID,start,end,gender,DOB,DOD,image,enwiki
"Minister of Industry, Energy and Mining",Omar Paganini,Q96276487,2020-03-01,,male,1962-06-02,,,Omar Paganini
Minister of the Interior,Eduardo Bonomi,Q922744,2010-03-01,2020-02-14,male,1948-10-14,2022-02-20,Eduardobonomi.jpg,Eduardo Bonomi
Minister of the Interior,Jorge Larrañaga,Q1703861,2020-03-01,2021-05-22,male,1956-08-08,2021-05-22,Jorge Larrañaga4.jpg,Jorge Larrañaga
Minister of the Interior,Luis Alberto Héber,Q6700272,2021-05-24,,male,1957-12-22,,Luis Alberto Heber Fontana.jpg,Luis Alberto Héber
Minister of Labour and Social Welfare,Eduardo Bonomi,Q922744,2005-03-01,2009-07-13,male,1948-10-14,2022-02-20,Eduardobonomi.jpg,Eduardo Bonomi
Minister of Labour and Social Welfare,Pablo Mieres,Q1688988,2020-03-01,,male,1959-07-30,,Pablomieres.jpg,Pablo Mieres
"Minister of Livestock, Agriculture, and Fisheries",José Mujica,Q9094,2005-03-01,2008-03-03,male,1935-05-20,,Mujica.jpg,José Mujica
"Minister of Livestock, Agriculture, and Fisheries",Fernando Mattos Costa,Q107365095,2021-06-27,,male,1958-12-09,,,Fernando Mattos Costa
Minister of National Defence,Javier García Duchini,Q3163146,2020-03-01,,male,1963-11-28,,Acto Colón Garcìa 2014 cropped.jpg,Javier García Duchini
Minister of Public Health,Daniel Salinas,Q87157116,2020-03-01,,male,1962-02-17,,DanielSalinas.jpg,Daniel Salinas
Minister of Social Development,Marina Arismendi,Q3038214,2005-03-28,2010-02-28,female,1949-05-30,,Marina Arismendi.jpg,Marina Arismendi
Minister of Social Development,Marina Arismendi,Q3038214,2015-03-01,2020-02-29,female,1949-05-30,,Marina Arismendi.jpg,Marina Arismendi
Minister of Social Development,Pablo Bartol,Q77041234,2020-03-01,2021-05-03,male,1965-11-20,,PBartol.jpg,Pablo Bartol
Minister of Social Development,Martín Lema,Q41777347,2021-05-03,,male,1982-09-06,,15.02.20 - Apertura XLIX CRR 0820.jpg,Martín Lema
Minister of Tourism,Liliam Kechichian,Q5976346,2012-05-30,2020-01-31,female,1952-03-02,,Liliam Kechichián - 2016.jpg,Liliam Kechichián
Minister of Tourism,Tabaré Viera,Q1621502,2021-08-23,,male,1955-04-07,,,Tabaré Viera
Minister of Transport and Public Works,Luis Alberto Héber,Q6700272,2020-03-01,2021-05-24,male,1957-12-22,,Luis Alberto Heber Fontana.jpg,Luis Alberto Héber
Minister of Transport and Public Works,José Luis Falero,Q1709330,2021-05-25,,male,1966-05-19,,José Luis Falero en 2014 (cropped).jpg,José Luis Falero
Secretary of the Presidency,Álvaro Delgado Ceretta,Q26727956,2020-03-01,,male,1969-03-11,,AlvaroDelgado-2000x1500.jpg,Álvaro Delgado Ceretta
Director of the Office of Planning and Budget,Isaac Alfie,Q5920552,2020-03-01,,male,1962-04-27,,Alfieisaac.jpg,Isaac Alfie
Speaker of the Chamber of Deputies,Ariel Lausarot,Q5704061,1999-03-01,2000-02-15,male,1952-10-22,,,
Speaker of the Chamber of Deputies,Washington Abdala,Q6166483,2000-02-15,2001-03-01,male,1959-09-08,,Washingtonabdala.jpg,Washington Abdala
Speaker of the Chamber of Deputies,Gustavo Penadés,Q9001524,2001-03-01,2002-03-01,male,1965-10-07,,4 de Julio (4748692533).jpg,
Speaker of the Chamber of Deputies,Guillermo Álvarez Iriarte,Q6441250,2002-03-01,2003-03-01,male,1939-04-20,2004-08-23,Guillermo Álvarez.jpg,
Speaker of the Chamber of Deputies,Jorge Chapper,Q5934773,2003-03-01,2004-03-01,male,1947-11-15,,,
Speaker of the Chamber of Deputies,José Amorín Batlle,Q9013534,2004-03-01,2005-02-15,male,1954-11-09,,AmorinBatlle.jpg,José Amorín Batlle
Speaker of the Chamber of Deputies,Nora Castro,Q2887070,2005-02-15,2006-03-01,female,1947-02-17,,,Nora Castro
Speaker of the Chamber of Deputies,Julio César Cardozo Ferreira,Q30064096,2006-03-01,2007-03-01,male,1949-07-20,,,
Speaker of the Chamber of Deputies,Enrique Pintado,Q1344096,2007-03-01,2008-03-01,male,1958-01-26,,Enrique Pintado.jpg,Enrique Pintado
Speaker of the Chamber of Deputies,Alberto Perdomo,Q5688201,2008-03-01,2009-03-01,male,1967-04-06,2017-05-11,,
Speaker of the Chamber of Deputies,Roque Arregui,Q5638582,2009-03-01,2010-02-15,male,1950-08-16,,Roque Arregui.jpg,
Speaker of the Chamber of Deputies,Ivonne Passada,Q5923354,2010-02-15,2011-03-01,female,1956-04-04,,Ivonne Passada.jpg,Ivonne Passada
Speaker of the Chamber of Deputies,Luis Lacalle Pou,Q6800406,2011-03-01,2012-03-01,male,1973-08-11,,Foto Oficial Presidente Luis Lacalle Pou (cropped).jpg,Luis Lacalle Pou
Speaker of the Chamber of Deputies,Jorge Orrico,Q6278415,2012-03-01,2013-03-01,male,1946-10-25,,,Jorge Orrico
Speaker of the Chamber of Deputies,Germán Cardoso,Q5878631,2013-03-01,2014-03-01,male,1973-10-01,,GermanCardoso.jpg,
Speaker of the Chamber of Deputies,Anibal Pereyra,Q5676975,2014-03-01,2015-02-15,male,1966-11-07,,Anibal Pereyra.JPG,
Speaker of the Chamber of Deputies,Alejandro Sánchez,Q5665525,2015-02-15,2016-03-01,male,1980-04-24,,Alejandro Sánchez Pereira.jpg,
Speaker of the Chamber of Deputies,Gerardo Amarilla,Q5878192,2016-03-01,2017-03-01,male,1969-02-01,,Gerardo Amarilla.png,Gerardo Amarilla
Speaker of the Chamber of Deputies,José Carlos Mahía,Q5938798,2017-03-01,2018-03-01,male,1966-08-08,,José Carlos MAhía.png,
Speaker of the Chamber of Deputies,Jorge Gandini,Q5935143,2018-03-01,2019-03-01,male,1958-03-05,,Jorgegandini.jpg,
Speaker of the Chamber of Deputies,Cecilia Bottino,Q20994775,2019-03-01,2020-02-15,female,1968-10-19,,,Cecilia Bottino
Speaker of the Chamber of Deputies,Martín Lema,Q41777347,2020-02-15,2021-03-01,male,1982-09-06,,15.02.20 - Apertura XLIX CRR 0820.jpg,Martín Lema
Speaker of the Chamber of Deputies,Alfredo Fratti,Q106512605,2021-03-01,2022-03-01,male,1968,,,Alfredo Fratti
Speaker of the Chamber of Deputies,Ope Pasquet,Q3824716,2022-03-01,,male,1956-01-10,,,Ope Pasquet
President of the Central Bank,Mario Bergara,Q5998504,2008-11-11,2013-12-26,male,1965-05-04,,Mariobergara.jpg,Mario Bergara (politician)
President of the Central Bank,Alberto Graña,Q16766302,2014-01-10,2015-04-21,male,1954,,,
President of the Central Bank,Mario Bergara,Q5998504,2015-04-21,2018-10-11,male,1965-05-04,,Mariobergara.jpg,Mario Bergara (politician)
President of the Central Bank,Alberto Graña,Q16766302,2018-10-11,2020-03-04,male,1954,,,
President of the Central Bank,Diego Labat,Q110208264,2020-03-20,,male,,,Diego Labat (cropped).jpg,
Chief of Defence Staff,Gustavo Fajardo,Q110251215,2021-02-01,2022-04-07,male,1962-08-22,,,Gustavo Fajardo
Chief of Defence Staff,Rodolfo Pereyra Martínez,Q111793137,2022-04-07,,male,1966-04-26,,,
First Lady,Marta Canessa,Q5390478,1995-03-01,2000-03-01,female,1936-12-16,,,Marta Canessa
First Lady,Mercedes Menafra,Q9031696,2000-03-01,2005-03-01,female,1943-06-20,,Foto Mercedes Menafra.jpg,Mercedes Menafra
First Lady,María Auxiliadora Delgado,Q9029949,2005-03-01,2010-03-02,female,1937-03-11,2019-07-31,Mauxiliadora.jpg,María Auxiliadora Delgado
First Lady,Lucía Topolansky,Q977078,2010-03-01,2015-03-01,female,1944-09-25,,Lucía Topolansky (cropped).png,Lucía Topolansky
First Lady,María Auxiliadora Delgado,Q9029949,2015-03-01,2019-07-31,female,1937-03-11,2019-07-31,Mauxiliadora.jpg,María Auxiliadora Delgado
Commander-in-chief of the Army,Guido Manini Ríos,Q62060883,2015-02-01,2019-03-12,male,1958-08-20,,Gral. Guido Manini Rios.png,Guido Manini Ríos
Commander-in-chief of the Army,Gerardo Fregossi,Q110265421,2020-03-04,,male,1963-03-24,,,
ambassador to Austria,Juan Carlos Ojeda Viglione,Q99395402,2019-09,,male,,,Juan Carlos Ojeda Viglione (01410874) (48687813013) (cropped).jpg,
ambassador to Belgium,Julio Lacarte Muró,Q5811143,1963-02-22,2016-03-04,male,1918-03-29,2016-03-04,Julio Lacarte Muró 2014 (cropped).jpg,Julio Lacarte Muró
ambassador to Germany,Luis Almagro,Q3776268,1998,2003,male,1963-06-01,,Luis Almagro.jpg,Luis Almagro
ambassador to Hungary,Juan Carlos Ojeda Viglione,Q99395402,2021,,male,,,Juan Carlos Ojeda Viglione (01410874) (48687813013) (cropped).jpg,
ambassador to Iceland,Fernando López Fabregat,Q92304211,2014,,male,,,,
ambassador to Mexico,Carlos Gianelli,Q5750475,1995,2000,male,1948-03-07,2021-09-17,Carlos Gianelli - 2005 (cropped).jpg,Carlos Gianelli
ambassador to the Netherlands,Carlos Gianelli,Q5750475,2003,2004,male,1948-03-07,2021-09-17,Carlos Gianelli - 2005 (cropped).jpg,Carlos Gianelli
ambassador to the People's Republic of China,Luis Almagro,Q3776268,2007,2010,male,1963-06-01,,Luis Almagro.jpg,Luis Almagro
ambassador to Ireland,Fernando López Fabregat,Q92304211,2014,,male,,,,
ambassador to the United Kingdom,Fernando López Fabregat,Q92304211,2014,,male,,,,
ambassador to the United States of America,Carlos Gianelli,Q5750475,2005,2012,male,1948-03-07,2021-09-17,Carlos Gianelli - 2005 (cropped).jpg,Carlos Gianelli
ambassador to the United States of America,Carlos Gianelli,Q5750475,2015,2021-09-17,male,1948-03-07,2021-09-17,Carlos Gianelli - 2005 (cropped).jpg,Carlos Gianelli
